20251019-00:40.41-974222(us) 81752 * ParseOldFormat  (configuration.cc:66): Using old configuration format
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-19 00:40:41.974 | PWD : /home/ubuntu/mako
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-19 00:40:41.974 | starting process 81752
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:40:41.974 | LoadYML: /home/ubuntu/mako/examples/../config/1leader_2followers/paxos6_shardidx0.yml
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:40:41.975 | LoadYML: /home/ubuntu/mako/examples/../config/occ_paxos.yml
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-19 00:40:41.975 | server_infos, number of sites: 6, proc_name: p1
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.980 | parition id of each Paxos group is 5, site-name: s206, site-id: 21
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.985 | parition id of each Paxos group is 4, site-name: s205, site-id: 17
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.991 | parition id of each Paxos group is 3, site-name: s204, site-id: 13
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.996 | parition id of each Paxos group is 2, site-name: s203, site-id: 9
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:42.001 | parition id of each Paxos group is 1, site-name: s202, site-id: 5
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:42.006 | parition id of each Paxos group is 0, site-name: s201, site-id: 1
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-19 00:40:42.006 | running machine-id: 1
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:42.006 | launching site: 1, bind address 0.0.0.0:7101
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:42.006 | launching site: 9, bind address 0.0.0.0:7103
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:42.006 | launching site: 5, bind address 0.0.0.0:7102
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:42.006 | launching site: d, bind address 0.0.0.0:7104
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:42.006 | launching site: 11, bind address 0.0.0.0:7105
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:42.006 | [service]loc_id: 1, name: s201, proc: p1, id: 1
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:42.006 | [service]loc_id: 1, name: s202, proc: p1, id: 5
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:42.006 | [service]loc_id: 1, name: s203, proc: p1, id: 9
starting server at 0.0.0.0:7102
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:215] 2025-11-19 00:40:42.006 | Server s202 ready at 0.0.0.0:7102
I [/home/ubuntu/mako/src/deptran/communicator.cc:14] 2025-11-19 00:40:42.006 | setup paxos communicator
I [/home/ubuntu/mako/src/deptran/communicator.cc:174] 2025-11-19 00:40:42.007 | connect to site: 127.0.0.1:7001 (attempt 0)
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:42.007 | [service]loc_id: 1, name: s204, proc: p1, id: 13
starting server at 0.0.0.0:7104
I [/home/ubuntu/mako/src/deptran/communicator.cc:174] 2025-11-19 00:40:42.007 | connect to site: 127.0.0.1:7101 (attempt 0)
