20251019-00:40.40-974138(us) 81680 * ParseOldFormat  (configuration.cc:66): Using old configuration format
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-19 00:40:40.975 | PWD : /home/ubuntu/mako
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-19 00:40:40.975 | starting process 81680
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:40:40.975 | LoadYML: /home/ubuntu/mako/examples/../config/1leader_2followers/paxos6_shardidx0.yml
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:40:40.975 | LoadYML: /home/ubuntu/mako/examples/../config/occ_paxos.yml
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-19 00:40:40.975 | server_infos, number of sites: 6, proc_name: p2
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:40.989 | parition id of each Paxos group is 5, site-name: s306, site-id: 22
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.000 | parition id of each Paxos group is 4, site-name: s305, site-id: 18
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.008 | parition id of each Paxos group is 3, site-name: s304, site-id: 14
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.013 | parition id of each Paxos group is 2, site-name: s303, site-id: 10
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.019 | parition id of each Paxos group is 1, site-name: s302, site-id: 6
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:40:41.025 | parition id of each Paxos group is 0, site-name: s301, site-id: 2
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-19 00:40:41.025 | running machine-id: 2
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.025 | launching site: 2, bind address 0.0.0.0:7201
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:41.025 | [service]loc_id: 2, name: s301, proc: p2, id: 2
starting server at 0.0.0.0:7201
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:215] 2025-11-19 00:40:41.025 | Server s301 ready at 0.0.0.0:7201
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.025 | launching site: 6, bind address 0.0.0.0:7202
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:41.025 | [service]loc_id: 2, name: s302, proc: p2, id: 6
starting server at 0.0.0.0:7202
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:215] 2025-11-19 00:40:41.025 | Server s302 ready at 0.0.0.0:7202
I [/home/ubuntu/mako/src/deptran/communicator.cc:14] 2025-11-19 00:40:41.026 | setup paxos communicator
I [/home/ubuntu/mako/src/deptran/communicator.cc:174] 2025-11-19 00:40:41.026 | connect to site: 127.0.0.1:7001 (attempt 0)
I [/home/ubuntu/mako/src/deptran/communicator.cc:174] 2025-11-19 00:40:41.026 | connect to site: 127.0.0.1:7101 (attempt 0)
E [/home/ubuntu/mako/src/rrr/rpc/client.cpp:179] 2025-11-19 00:40:41.026 | rrr::Client: connect(127.0.0.1:7101): Connection refused
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.026 | launching site: e, bind address 0.0.0.0:7204
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.026 | launching site: a, bind address 0.0.0.0:7203
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:41.026 | [service]loc_id: 2, name: s303, proc: p2, id: 10
starting server at 0.0.0.0:7203
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.026 | launching site: 12, bind address 0.0.0.0:7205
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:40:41.026 | launching site: 16, bind address 0.0.0.0:7206
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:41.026 | [service]loc_id: 2, name: s304, proc: p2, id: 14
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:40:41.026 | [service]loc_id: 2, name: s305, proc: p2, id: 18
starting server at 0.0.0.0:7205
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:215] 2025-11-19 00:40:41.027 | Server s305 ready at 0.0.0.0:7205
