I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-19 00:41:13.185 | PWD : /home/ubuntu/mako
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-19 00:41:13.185 | starting process 82329
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:41:13.185 | LoadYML: /home/ubuntu/mako/examples/../config/1leader_2followers/paxos3_shardidx0.yml
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-19 00:41:13.186 | LoadYML: /home/ubuntu/mako/examples/../config/occ_paxos.yml
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-19 00:41:13.186 | server_infos, number of sites: 3, proc_name: learner
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:41:13.191 | parition id of each Paxos group is 2, site-name: s403, site-id: 11
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:41:13.196 | parition id of each Paxos group is 1, site-name: s402, site-id: 7
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-19 00:41:13.202 | parition id of each Paxos group is 0, site-name: s401, site-id: 3
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-19 00:41:13.202 | running machine-id: 3
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-19 00:41:13.202 | launching site: 3, bind address 0.0.0.0:7301
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:103] 2025-11-19 00:41:13.202 | waiting for server setup threads.
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-19 00:41:13.202 | [service]loc_id: 3, name: s401, proc: learner, id: 3
starting server at 0.0.0.0:7301
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:215] 2025-11-19 00:41:13.202 | Server s401 ready at 0.0.0.0:7301
